"","date","incident"
"127",2000-06-11,"Security forces detected and killed six terrorists during a routine search operation in Bren Bugh, on June 11."
"128",2000-06-11,"Two militants and a Special Police Officer (SPO) were killed in Gulidanda near Bhaderwah."
"129",2000-06-12,"On the night of June 12, seven militants were killed in three separate encounters in Kupwara district; three unidentified militants were killed in Fulliwali Behak, two others in Nowqa, near Handwara, and two more in Machil. A substantial quantity of arms, ammunition and explosives were recovered from the slain militants."
"130",2000-06-13,"Two foreign militants and two guides accompanying them were killed in Hafradah forests, Kupwara district, on June 13."
"131",2000-06-14,"Four militants and a soldier were killed in a fierce encounter in Budnambal- Trehgam, Kupwara district, on June 14."
"132",2000-06-16,"22 people were killed in Bihar by the banned Ranvir Sena (a private militia) at Miapur, a village in Bihar's Aurangabad district on June 16. Police believe this is in retaliation to the June 4 massacre of 12 people in Apsad, Nawada district."
"133",2000-06-16,"Three foreign terrorists were killed at Thandi Kassi in Rajouri district on June 16."
"134",2000-06-17,"On June 17, five unidentified terrorists and a security force official were killed at Shahpora in Poonch district."
"135",2000-06-17,"Three intruders attempting to cross the Line of Control at S M Pora in Jammu were detected and killed by security forces."
"136",2000-06-18,"United Bengali Liberation Front of Tripura (UBLFT) terrorists killed three tribals and injured two others in Darchui, North Tripura district on June 18."
"137",2000-06-19,"Nine unidentified terrorists and an army captain were killed in an encounter at Hafruda forests of Kupwara district on June 19. The slain terrorists are suspected to be members of the Harkat-ul-Mujahideen."
"138",2000-06-19,"Three unidentified terrorists were killed at Rangawar forests of Poonch district."
"139",2000-06-02,"11 people were killed and 16 others, including a renowned Shia leader and former State Housing Minister, Maulni Ifthikar Hussain Ansari, were injured in a powerful bomb explosion at Gunde Khawaja Qasim, near Pattan, at the site of a religious gathering, on June 2."
"140",2000-06-20,"Four terrorists were killed on the evening of June 20."
"141",2000-06-20,"Six top terrorists of the Lashkar-e-Toiba were killed while they were attempting to infiltrate into India in Dewar-Ghali, Poonch district on the evening of June 20."
"142",2000-06-20,"Two unidentified terrorists and a security force personnel were killed at Trankal, Doda district."
"143",2000-06-21,"Four persons, including a six-year old child were killed by suspected NDFB terrorists on June 21."
"144",2000-06-21,"In two separate encounters, eight unidentified terrorists were killed. Of these, four were killed in Bisma Gali, Doda district and the other four in Thandi-Kassi, Rajouri district."
"145",2000-06-22,"Four unidentified militants and two security force personnel were killed at Hajibal in Baramulla district on June 22."
"146",2000-06-22,"One more security force personnel and two terrorists were killed in the ongoing offensive against terrorists in Hajibal, near Tanmarg, Baramulla district, also on June 22. Local residents alleged that two civilians were killed in security force firing."
"147",2000-06-23,"In an ambush laid by terrorists at Rangikote, in the Harfuda forest, Kupwara district, four security force personnel, including a Major in the India Army, were killed, on June 23. Five security force personnel were injured in the incident."
"148",2000-06-23,"On the evening of June 23, four foreign mercenaries were killed at Bisma Gali in Doda district."
"149",2000-06-24,"Four terrorists of the United Liberation Front of Asom (ULFA) were killed in an encounter at Rangjuli, Nagaon district on June 24."
"150",2000-06-24,"Three unidentified terrorists were killed during an encounter at Bela in Rajouri district."
"151",2000-06-28,"Four United Liberation Front of Asom (ULFA) terrorists were killed in an encounter with army troops in Lutumai Reserve Forest, Nagaon district on June 28."
"152",2000-06-28,"Suspected National Democratic Front of Bodoland (NDFB) terrorists shot dead three persons, including a woman, in Ouguri, Kamrup district on June 28."
"153",2000-06-30,"A delayed report from Drass area in Kargil district, stated that an Improvised Explosive Devise found by three children and taken to their home, exploded killing three members of the family and injuring five others in Muradbagh."
"154",2000-06-30,"Seven members of the elite anti-terrorist Hunter Force of the Mizoram Police were killed and four others injured in an ambush by suspected Bru National Liberation Front (BNLF) terrorists along the Indo-Bangladesh border in Mamit district on June 30."
"155",2000-06-30,"Three policemen were killed and two others injured when terrorists of the Dima Halim Daogah (DHD) laid an ambush in North Cachar Hills district on June 30."
"156",2000-06-04,"Four Hizbul Mujahideen militants, including an area commander, and three security force personnel were killed at Dobagali in Poonch district, on June 4. Three more militants were injured in the encounter but have managed to escape."
"157",2000-06-05,"Three militants were killed in a fierce encounter with special operations group (SOG) personnel in Rugahar (Hyhama), Kupwara district, on June 5. One of the slain militants was identified as a resident of Kupwara. Huge quantities of arms and ammunition were recovered from the site of the encounter."
"158",2000-06-05,"Two unidentified militants and a security force personnel were killed in Chajra near Mahore, on June 5."
"159",2000-06-09,"On the night of June 9, two unidentified militants and three security force personnel were killed during an encounter in Roopwali Dhoke, Poonch district."
"160",2000-03-11,"Armed radical left-wing extremists, Naxalites, in Bihar struck again on March 11 killing nine people including eight personnel of the Bihar Military Police in a landmine blast near Bardiha in Garwah district."
"161",2000-03-14,"In three separate incidents on March 14, seven militants were killed including a top Hizbul commander, Abdul Hamid Gadda. The elite counter-insurgency Special Operations Group (SOG) killed Gadda and two other militant-commandeers in an encounter near Gandherbal town, 35 kilometers north of Srinagar."
