"","uid","date","incident text","district","state","attributed organizations"
"113",113,"2000-07-20","three more bodies were recovered on july 21 from the scene of an encounter that occurred on july 20 between police and left wing extremists, naxalites of the janashakti group of the communist party of india (marxist leninist) [cpi (ml)], in nukalamarri, karimnagar district. the killing of four top naxalites in this encounter has already been reported.",NA,NA,"communist party of india (maoist)"
"114",114,"2000-07-22","three unidentified terrorists were killed in an encounter near the line of control (loc) in the handwara sector, kupwara district, on july 22. a fourth, also unidentified, was killed in a separate encounter at kaunsarnag in anantnag district. one terrorist of the hizb ul mujahideen surrendered in badgam district.","anantnag","jammu and kashmir","hizbul mujahideen"
"115",115,"2000-07-23","on the night of july 23, four terrorists were killed in an encounter in trisal, pulwama district. in a separate encounter in sumnag, kupwara district, two foreign mercenaries were killed. two more foreign mercenaries were killed in a third encounter in kaklossa, kupwara district.","kupwara","jammu and kashmir","kamatapur liberation organization"
"116",116,"2000-07-24","five terrorists were killed in an encounter near tragbal, on the bandipore gurez road, on july 24. the encounter was continuing when reports came in last, at midnight on july 24. casualties among security forces have been reported yet. the slain terrorists are suspected to be members of the lashkar e toiba.","bandipora","jammu and kashmir","lashkar e taiba"
"117",117,"2000-07-25","five terrorists including four suspected foreign mercenaries were killed in an encounter at chandaji peth bahak in bandipore, on july 25.","bandipora","jammu and kashmir",NA
"118",118,"2000-07-26","eight mercenaries, suspected to be pakistani nationals and members of the lashkar e toiba, were killed in an encounter at chand post, rajouri district, on july 26. the mercenaries were detected when they had just infiltrated across the line of control. a ninth terrorist was killed in a separate encounter in kalakote in the same district.","rajouri","jammu and kashmir","lashkar e taiba"
"119",119,"2000-07-27","five security force personnel and two terrorists of the harkat ul jihad islami (huji) were killed in an encounter in mathiyani, rajouri district, on july 27.","rajouri","jammu and kashmir","harkatul jihad e islami"
"120",120,"2000-07-27","four security force personnel and three top harkat ul jihadi islami terrorists were killed in an encounter in dharamshala, rajouri district, on july 27. five more terrorists and a civilian were killed in four other militancy related incidents, in the rajouri, kathua and poonch districts, since the evening of july 27.","kathua","jammu and kashmir","harkatul ansar"
"121",121,"2000-07-30","four security force personnel were killed while four others were seriously injured in an ambush laid by suspected national socialist council of nagaland  isak muivah (nscn im) terrorists on a security force convoy in senapati district, on july 30.",NA,"nagaland",NA
"122",122,"2000-07-30","six army personnel were killed and seven others injured when two terrorists entered and opened fire in an army camp near bandipore, on july 30. the two terrorists escaped from the scene after the carnage. the lashkar e toiba has claimed responsibility for the attack.","bandipora","jammu and kashmir","lashkar e taiba"
"123",123,"2000-07-31","suspected bodo terrorists on july 31 blew up two bogies of passenger train bound for rangiya at soonmari, about 60 km from guwahati, killing 14 passengers.",NA,NA,NA
"124",124,"2000-07-09","in an encounter between security forces and militants in pahloo village, anantnag district, four militants and a civilian were killed.","anantnag","jammu and kashmir",NA
"125",125,"2000-06-10","on the night of june 10, three terrorists were killed in an encounter at behrote village, poonch district.","poonch","jammu and kashmir",NA
"126",126,"2000-06-11","five militants attempting to infiltrate across the line of control were killed by security forces. while two were killed in ghulta sector of rajouri district, the other three were killed in kumb kari, kupwara district.","kupwara","jammu and kashmir",NA
"127",127,"2000-06-11","security forces detected and killed six terrorists during a routine search operation in bren bugh, on june 11.",NA,NA,NA
"128",128,"2000-06-11","two militants and a special police officer (spo) were killed in gulidanda near bhaderwah.",NA,NA,NA
"129",129,"2000-06-12","on the night of june 12, seven militants were killed in three separate encounters in kupwara district; three unidentified militants were killed in fulliwali behak, two others in nowqa, near handwara, and two more in machil. a substantial quantity of arms, ammunition and explosives were recovered from the slain militants.","kupwara","jammu and kashmir",NA
"130",130,"2000-06-13","two foreign militants and two guides accompanying them were killed in hafradah forests, kupwara district, on june 13.","kupwara","jammu and kashmir",NA
"131",131,"2000-06-14","four militants and a soldier were killed in a fierce encounter in budnambal  trehgam, kupwara district, on june 14.","kupwara","jammu and kashmir",NA
